"filename", "language", "Markdown", "JSON", "JavaScript", "JSON with Comments", "Properties", "XML", "pip requirements", "Batch", "Python", "PowerShell", "comment", "blank", "total"
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 87, 51, 378
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\install.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 166, 123, 815
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\install_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 11, 14, 85
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\install_egg_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 27, 19, 92
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\install_headers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 5, 13, 46
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\install_lib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 49, 40, 239
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\install_scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 7, 13, 62
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\py37compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 4, 9, 32
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\register.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 261, 0, 25, 34, 320
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\sdist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 122, 72, 532
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\command\upload.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 28, 27, 206
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 21, 20, 140
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 100, 42, 292
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\cygwinccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 97, 61, 365
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\debug.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 6
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\dep_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 36, 22, 97
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\dir_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 71, 36, 244
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\dist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 755, 0, 341, 191, 1287
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\errors.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 48, 50, 128
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\extension.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 95, 24, 249
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\fancy_getopt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 140, 71, 471
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\file_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 63, 35, 250
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\filelist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 105, 54, 372
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 5, 20, 81
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\msvc9compiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 582, 0, 151, 100, 833
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\msvccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 109, 87, 696
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\py38compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 9
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\py39compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 6, 6, 23
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\spawn.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 34, 18, 110
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\sysconfig.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 314, 0, 157, 88, 559
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\text_file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 134, 34, 288
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\unixccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 149, 44, 402
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 171, 87, 514
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 185, 48, 359
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_distutils\versionpredicate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 89, 18, 176
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_entry_points.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 39, 13, 87
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_imp.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 5, 17, 83
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_importlib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 6, 9, 48
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_itertools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 11, 3, 24
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_path.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 16, 6, 30
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_reqs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 8, 6, 20
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 515, 0, 363, 170, 1048
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_adapters.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 8, 12, 69
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_collections.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 14, 7, 31
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 29, 17, 72
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_functools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 78, 10, 105
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_itertools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 43, 7, 74
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_meta.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 9, 16, 49
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_metadata\_text.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 60, 14, 100
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 6, 37
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\_adapters.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 29, 45, 171
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\_common.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 33, 20, 105
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 20, 22, 99
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\_itertools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 3, 5, 36
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\_legacy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 31, 23, 122
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\abc.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 63, 26, 138
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\readers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 20, 31, 123
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\importlib_resources\simple.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 37, 28, 117
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\jaraco\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\jaraco\context.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 96, 29, 214
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\jaraco\functools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 298, 54, 526
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 292, 72, 600
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 5
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\more_itertools\more.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1413, 0, 2016, 396, 3825
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 355, 71, 621
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\ordered_set.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 292, 38, 489
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\__about__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 6, 27
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 3, 3, 26
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\_manylinux.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 68, 38, 302
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\_musllinux.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 32, 20, 137
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\_structures.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 3, 23, 62
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\markers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 25, 72, 305
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\requirements.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 18, 32, 147
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 203, 0, 549, 51, 803
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\tags.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 308, 0, 103, 77, 488
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 26, 30, 137
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\packaging\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 277, 57, 505
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 292, 0, 25, 15, 332
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\actions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 129, 27, 208
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\common.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 236, 36, 425
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1556, 0, 3855, 404, 5815
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 410, 0, 151, 82, 643
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 108, 40, 268
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\helpers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 511, 0, 483, 95, 1089
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\results.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 313, 0, 383, 65, 761
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\testing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 75, 35, 332
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 277, 0, 32, 44, 353
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\pyparsing\util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 35, 47, 236
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\tomli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 12
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\tomli\_parser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 522, 0, 59, 111, 692
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\tomli\_re.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 70, 6, 108
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\tomli\_types.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 3, 11
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\typing_extensions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1337, 0, 692, 268, 2297
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\_vendor\zipp.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 146, 51, 330
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\archive_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 53, 39, 214
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\build_meta.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 337, 38, 512
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 3, 13
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\alias.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 2, 17, 79
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\bdist_egg.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 347, 0, 34, 77, 458
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\bdist_rpm.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 8, 8, 41
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\build.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 95, 18, 147
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\build_clib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 27, 11, 102
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\build_ext.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 289, 0, 42, 53, 384
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\build_py.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 59, 50, 369
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\develop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 30, 33, 194
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\dist_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 25, 23, 143
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\easy_install.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1559, 0, 478, 276, 2313
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\editable_wheel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 424, 0, 354, 67, 845
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\egg_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 499, 0, 143, 122, 764
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\install.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 21, 27, 140
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\install_egg_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 5, 12, 64
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\install_lib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 27, 24, 123
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\install_scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 6, 11, 71
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\launcher manifest.xml", "XML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 1, 16
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\py36compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 39, 17, 135
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\register.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 7, 19
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\rotate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 1, 11, 65
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\saveopts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 9, 23
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\sdist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 35, 36, 211
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\setopt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 13, 22, 150
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 27, 39, 252
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\upload.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 6, 18
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\command\upload_docs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 17, 26, 214
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 13, 6, 36
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_apply_pyprojecttoml.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 39, 83, 378
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_validate_pyproject\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 3, 7, 35
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_validate_pyproject\error_reporting.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 26, 51, 319
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_validate_pyproject\extra_validations.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 9, 12, 37
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 20, 12, 52
"c:\Users\Josh\Documents\assignments\Cashflow365\backend\cashflow_env\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_validations.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1009, 0, 8, 18, 1035
